A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,Y
2.01049,118.223,27.1393,72.1733,110.004,0.540296,65.0634,57.6017,42.6963,25.6384,28.4378,15.2654,5.05798,5.23563,30.5576,105.041,13.3302,3.18051,0.884746,184.372,171.042,122.001,1.02201,248.078,282.786,34.7447,145.965,120.535,512.057,-0.337911,168.911,185.054,16.3628,28.7614,123.167,173.015,235.372,236.737,24.5777,-0.97996,229.499,28.2495,26.0819,132.183,249.774,547.216,578.947,19.9881,2848.45,5.44224,50.5268,132.608,0,109.967
1.99382,118.387,27.064,72.1619,110.004,0.541686,64.8674,57.6017,42.6963,25.7503,28.6196,15.5358,4.95952,5.21471,30.6296,105.27,13.4045,3.12147,0.866912,184.111,170.707,119.409,1.06654,247.23,282.787,35.557,144.197,118.998,512.877,-0.336074,168.992,184.802,16.321,28.7695,121.371,172.845,235.415,237.949,26.3112,-0.977156,229.612,27.7467,26.0819,125.543,249.992,553.107,625.429,19.9981,2878.04,5.55414,49.1783,128.747,0,110.006
2.00763,117.796,27.0521,72.1735,110.004,0.541616,65.0918,57.4895,42.6963,25.6402,28.7318,15.5272,4.47674,5.15276,30.558,104.604,13.5105,2.85854,0.876963,184.331,170.858,117.868,1.05482,247.112,282.976,35.8646,145.29,119.727,513.552,-0.335179,168.771,185.025,16.4201,28.7759,121.023,172.721,235.069,238.143,29.0259,-0.973909,229.81,32.3209,26.0846,157.661,249.863,554.268,579.789,20.035,2879.83,5.62895,56.1308,157.057,0.000917,110.037
2.00488,118.521,27.3526,72.1619,109.892,0.545404,65.2497,57.7906,42.5841,25.6399,28.77,15.4511,5.00925,5.18408,30.5981,104.939,13.4388,3.15828,0.902037,184.444,171.005,120.336,0.982927,247.077,283.201,36.0867,145.249,120.181,512.36,-0.335607,169.078,185.136,16.4741,28.8324,122.943,172.996,235.071,237.211,26.7634,-0.977637,230.341,29.0303,26.0846,136.022,250.383,554.288,564.044,19.97,2851.78,5.74147,50.4678,137.565,0,109.928
1.98543,118.275,27.19,72.1733,110.004,0.546786,64.8118,58.4449,42.6963,25.3407,28.439,15.5208,4.31054,5.14143,30.565,104.933,13.4762,2.72245,0.867518,184.22,170.707,119.78,0.993678,247.487,282.865,35.3779,145.273,120.187,513.481,-0.334672,169.079,184.827,16.405,28.8324,121.498,172.93,235.2,237.714,25.8442,-0.978088,230.594,30.4715,26.0846,147.581,250.989,544.929,646.991,19.9702,2863.12,5.92817,49.5749,149.129,0,110.054
1.97114,117.888,27.0847,72.1735,110.004,0.540281,65.1957,59.0249,42.6963,25.5096,28.6613,15.4729,4.89204,5.17691,30.5576,104.4,13.2528,3.11506,0.91243,184.558,171.306,118.415,1.01235,247.186,282.715,35.5289,145.545,121.418,514.561,-0.334268,169.164,185.194,16.5182,28.8433,122.363,172.911,234.984,237.881,28.7191,-0.974383,230.455,30.8664,26.0873,149.872,250.753,545.857,502.936,20.0628,2813.86,6.02386,48.6627,151.075,0.000917,109.99
1.94069,118.987,27.1864,72.1619,109.892,0.548238,65.1865,59.5467,42.5841,25.7338,28.5793,15.4421,4.92794,5.19356,30.5576,105.084,13.4388,3.12054,0.877895,184.369,170.893,121.602,1.02925,247.527,282.715,35.1889,145.927,120.703,513.398,-0.336066,169.357,185.025,16.5168,28.8405,122.646,173.016,235.2,237.235,24.8085,-0.980426,230.707,31.2989,26.0901,149.137,251.037,547.068,583.019,19.9138,2886.69,6.32123,47.4726,152.217,0,109.89
1.91555,117.734,27.2846,72.1735,110.004,0.54538,64.98,59.8478,42.4906,26.1658,28.4941,15.5191,4.85765,5.16276,30.5414,105.31,13.7002,3.07267,0.872365,184.332,170.632,119.033,1.07738,247.703,282.788,35.1215,145.076,119.032,511.904,-0.337927,169.162,184.968,16.4473,28.8353,121.769,172.74,235.654,238.275,27.1721,-0.97669,230.821,30.252,26.0901,143.232,251.147,551.915,655.512,20.0639,2859.42,6.54565,47.9445,146.614,0,110.17
1.94917,117.682,27.0417,72.1735,110.004,0.541257,64.9147,60.1642,42.6025,26.7437,28.744,15.4495,4.32898,5.13507,30.5972,105.018,13.6228,2.71676,0.809479,184.18,170.557,118.119,1.0011,247.155,282.864,35.7099,146.514,118.016,510.894,-0.337911,169.079,184.745,16.4339,28.838,122.17,172.697,235.157,237.121,29.0462,-0.973917,230.847,30.4719,26.0901,146.61,251.144,548.638,597.836,19.9795,2852.24,6.73267,55.1804,148.829,0,110.014
2.01247,118.105,27.3984,72.1735,110.043,0.54399,65.0558,60.3528,42.4903,27.0784,28.6644,15.522,4.51874,5.13571,30.5571,104.291,13.4051,2.87782,0.844247,184.524,171.119,118.828,0.997499,247.376,283.202,35.826,147.588,119.327,513.711,-0.33514,169.386,185.308,16.5628,28.8326,122.904,172.827,235.395,236.242,27.1555,-0.976705,230.792,32.5023,26.0928,161.333,251.015,549.835,556.415,20.0825,2855.31,6.95709,54.2329,162.564,0,110.006
1.99461,118.089,27.0644,72.1735,110.004,0.545864,65.1103,60.6501,42.4722,27.5665,28.592,15.3599,4.88124,5.19766,30.5173,104.708,13.4781,3.09573,0.864799,184.484,171.005,121.897,1.09596,247.113,283.051,35.9382,145.811,118.806,511.584,-0.336969,169.358,185.221,16.3498,28.8433,124.167,173.078,235.5,236.128,25.2761,-0.979494,230.847,27.5977,26.0901,125.733,251.384,549.371,665.724,19.9519,2867.71,7.14379,52.624,132.092,0,109.983
2.00872,116.861,27.1309,72.1735,110.004,0.540765,64.9239,60.7623,42.4903,27.5665,28.5936,15.3748,4.77062,5.14923,30.5737,105.187,13.1792,3.0265,0.872707,183.998,170.819,119.572,0.996971,247.268,282.75,35.4821,146.096,118.24,512.322,-0.335116,169.218,184.664,16.4055,28.8326,122.817,172.847,235.763,235.981,26.7161,-0.977171,230.79,33.6569,26.0901,167.739,251.315,547.972,612.836,20.0731,2867.25,7.23793,49.3799,168.756,0,110.115
2.01233,118.073,27.3278,72.1735,110.004,0.543545,65.1276,60.8745,42.6963,27.6787,28.5676,15.5484,4.74016,5.20743,30.5095,104.834,13.2522,3.0037,0.87092,184.296,171.044,119.081,0.866477,247.484,282.788,35.3043,146.892,118.535,511.388,-0.337943,169.331,184.997,16.49,28.8299,123.841,172.952,235.87,237.039,27.5054,-0.976247,230.679,32.291,26.0928,158.237,251.271,548.42,586.221,19.9139,2868.48,7.3517,48.9478,158.145,0,109.905
2.01232,117.917,27.1518,72.1735,110.004,0.543084,65.129,61.099,42.8086,27.6769,28.7874,15.6051,4.93428,5.16703,30.5563,105.248,13.4013,3.11367,0.903295,184.37,170.968,121.731,0.938031,247.559,282.901,35.3424,146.552,119.266,512.242,-0.337911,169.471,185.051,16.448,28.8432,124.779,173.08,236.11,237.171,25.028,-0.980418,230.593,27.9524,26.0901,128.841,251.08,548.884,582.259,20.0164,2861.32,7.53747,48.1844,133.184,0,109.999
2.00016,117.679,27.1212,72.1735,110.117,0.543061,64.8972,61.1738,42.9208,27.9032,28.9104,15.5188,4.91411,5.17021,30.5579,105.393,13.5143,3.07703,0.88835,184.221,170.707,120.574,1.04973,247.113,282.566,35.4535,146.236,118.179,511.447,-0.339313,169.36,184.858,16.4471,28.8406,123.671,172.952,236.584,238.275,24.9509,-0.980418,230.567,27.4116,26.0874,124.577,251.407,550.306,615.552,19.9789,2850.77,7.76127,55.8003,128.176,0,109.991
2.00593,117.604,27.0441,72.1621,110.004,0.538875,64.9508,61.3982,42.9208,27.7928,28.815,15.5807,4.81112,5.14594,30.5896,104.875,13.8499,3.0205,0.864955,184.519,170.669,119.933,0.993802,247.372,282.605,35.2326,146.114,118.055,513.528,-0.337008,169.444,185.247,16.5034,28.8406,123.567,172.868,236.236,238.402,26.6396,-0.97763,230.652,30.0582,26.0901,143.993,251.452,548.899,583.997,20.0072,2864.16,7.87348,55.0515,145.906,0,110.022
2.00491,117.828,27.3708,72.1619,110.004,0.543498,64.9508,61.5104,42.9956,28.1987,28.8131,15.488,4.78966,5.20067,30.5094,104.853,13.6272,3.02001,0.856551,184.334,170.744,120.916,0.952697,247.522,283.163,35.6406,144.619,118.678,511.445,-0.339788,169.555,185.054,16.4337,28.8352,124.61,173.164,236.411,238.057,25.5468,-0.979502,230.904,33.1006,26.0901,166.672,251.687,547.267,613.853,19.9706,2849.73,7.95016,54.6964,166.472,0,109.991
2.01148,117.659,27.2822,72.1619,110.004,0.540733,65.1931,61.5104,43.0894,28.1856,28.816,15.4369,4.89661,5.21089,30.5256,104.728,13.5162,3.05937,0.852325,184.448,170.932,121.039,1.02304,247.528,282.936,35.4073,145.481,119.12,513.228,-0.337444,169.696,185.166,16.475,28.8322,124.844,173.184,236.435,238.124,25.0249,-0.979952,230.932,32.8868,26.0928,161.575,251.73,545.849,595.896,20.0167,2858.71,8.17271,49.1296,162.984,0.006416,110.03
2.01143,117.863,27.1736,72.1619,110.004,0.542116,64.9816,61.5668,43.1078,28.2005,28.7185,15.5192,4.94002,5.19107,30.5647,105.268,13.4432,3.09547,0.904072,184.374,170.931,121.52,0.921067,247.408,283.014,35.6057,144.917,118.616,513.397,-0.33746,169.753,185.084,16.4609,28.8135,125.239,173.249,236.542,238.401,24.9701,-0.979975,230.904,30.0474,26.0901,142.733,251.73,546.799,593.776,19.9792,2854.09,8.28492,55.3652,145.829,0,109.959
2.00121,117.589,27.1102,72.1619,110.004,0.5426,64.9152,61.5852,43.2016,28.3146,28.5758,15.5341,4.91545,5.17986,30.4842,105.228,13.4737,3.08024,0.902907,184.255,170.744,120.204,0.967393,247.153,282.752,35.5982,145.145,117.742,512.646,-0.338869,169.752,184.855,16.4217,28.8352,124.968,173.102,236.931,238.468,24.4473,-0.981342,231.015,31.7392,26.0901,154.42,251.86,547.501,614.372,20.0077,2879.43,8.35973,49.5507,156.86,0.247472,110.022
2.00228,117.474,27.0782,72.1619,110.004,0.543037,64.953,61.6787,43.2197,28.2775,28.6306,15.5297,4.69848,5.14929,30.4936,105.123,13.5505,2.94511,0.881702,184.369,170.819,120.06,1.02919,247.191,283.013,35.8215,145.444,117.909,513.905,-0.338394,169.864,184.997,16.5029,28.8187,124.861,173.121,236.95,238.899,25.5221,-0.979494,230.959,31.9059,26.0901,154.249,251.923,545.864,613.674,20.0173,2864.21,8.47163,55.2464,156.888,0.019139,110.053
2.01047,117.774,27.1406,72.1619,109.986,0.542139,65.0828,61.6974,43.3135,28.4811,28.5196,15.4976,4.76987,5.21436,30.5806,105.103,13.5904,2.98398,0.887356,184.522,170.931,120.708,1.02736,247.443,282.792,35.3861,145.611,118.136,512.759,-0.339772,169.781,185.139,16.4466,28.8269,125.47,173.103,236.759,238.772,25.7131,-0.979509,230.903,29.9527,26.0928,140.337,251.536,552.414,586.179,20.007,2861.61,8.56545,54.5982,143.824,0.045455,109.967
1.99275,117.693,27.0687,72.1619,110.004,0.542116,65.0356,61.6971,43.3138,28.2024,28.4404,15.4493,4.84531,5.20061,30.5492,105.041,13.4756,3.04711,0.891054,184.407,170.931,121.373,0.963695,247.08,283.014,35.9339,145.943,118.812,513.871,-0.338379,169.891,185.163,16.3914,28.8298,125.66,173.185,236.888,238.619,24.5343,-0.981808,230.904,28.2282,26.0928,130.321,251.688,555.92,636.042,19.9983,2887.61,8.67766,50.8788,132.245,0,110.014
2.01504,117.546,27.0743,72.1619,110.004,0.540733,65.126,61.6787,43.3135,28.3146,28.536,15.5252,4.93054,5.18732,30.5409,105.185,13.4756,3.07663,0.91998,184.332,170.856,120.704,0.950863,247.487,282.751,35.2638,146.935,119.158,513.378,-0.33883,169.695,184.971,16.3916,28.835,125.531,173.146,236.975,239.227,24.9947,-0.980426,230.988,28.7849,26.0955,130.728,251.859,555.211,576.391,20.0264,2864.59,8.73408,52.6915,136.704,0,110.029
2.00028,117.774,27.3101,72.1621,109.986,0.538867,64.9517,61.6971,43.3699,28.2021,28.5632,15.5263,4.87197,5.16287,30.5489,105.394,13.6259,3.0153,0.892358,184.482,170.856,121.059,0.93045,247.184,282.788,35.6044,146.725,118.533,512.558,-0.340255,169.752,185.109,16.4184,28.8269,125.593,173.25,236.996,239.291,25.6254,-0.979502,231.212,28.706,26.0955,133.522,252.253,555.215,618.318,19.9232,2865.3,8.86468,47.4744,135.82,0,109.96
2.01526,117.363,27.0871,72.1619,110.004,0.543068,65.0106,61.6787,43.3883,28.3723,28.5636,15.4781,4.8678,5.16992,30.5489,105.187,13.4774,3.04147,0.892685,184.334,170.857,120.244,1.02897,247.601,282.528,34.9268,145.607,118.495,513.678,-0.338869,169.724,184.999,16.3644,28.8271,125.156,173.165,236.91,238.772,25.6442,-0.979968,231.213,27.4118,26.0956,121.911,252.167,548.919,562.263,20.0356,2874.85,8.97689,47.5026,125.523,0,110.022
1.99831,117.808,27.0793,72.1621,110.004,0.541647,64.895,61.6974,43.5005,28.4811,28.7166,15.4176,4.82502,5.17293,30.5328,105.248,13.5523,3,0.865141,184.371,170.819,120.518,1.04013,247.336,283.126,35.8634,146.787,119.138,513.574,-0.338885,169.724,185.054,16.4743,28.8349,125.469,173.186,237.08,238.641,25.3495,-0.97996,231.325,33.8142,26.0956,165.78,252.187,550.068,678.18,19.9416,2886.04,9.0891,52.2713,167.246,0,109.983
2.00314,117.029,27.2876,72.1619,110.006,0.543045,64.9894,61.6974,43.5005,28.1837,28.6491,15.4854,4.47547,5.12184,30.5492,104.728,13.4775,2.8059,0.835035,184.372,170.894,120.369,1.06234,247.374,282.528,35.154,147.102,118.537,514.827,-0.33795,169.611,185.055,16.448,28.8378,125.305,173.122,236.888,238.274,25.7747,-0.979968,231.352,30.1407,26.0956,141.994,252.166,543.02,599.788,20.0729,2866.31,9.0891,54.9706,144.884,0,110.068
2.01154,118.107,27.2952,72.1621,109.986,0.539781,65.1298,61.6787,43.3883,28.3707,28.6625,15.5035,4.79346,5.17668,30.5569,104.751,13.2909,3.02034,0.834941,184.484,171.193,121.251,1.02155,247,282.715,35.7149,147.922,119.686,513.613,-0.339811,169.612,185.22,16.4752,28.8243,126.788,173.163,236.888,237.559,24.8193,-0.9809,231.269,28.0863,26.0956,129.78,252.103,560.136,578.113,19.9792,2910.47,8.97689,55.2742,134.051,0.000016,109.897
1.99938,117.66,26.9795,72.1621,110.004,0.542116,64.9803,61.5852,43.5005,28.2959,28.7468,15.544,4.95942,5.2009,30.5576,105.56,13.3246,3.07736,0.822187,184.218,170.893,122.499,1.01204,247.41,282.863,35.4528,146.934,119.771,512.419,-0.340263,169.64,184.883,16.4323,28.8245,125.783,173.015,237.063,237.629,23.3294,-0.983222,231.324,26.5205,26.0956,116.111,252.274,558.562,646.745,20.0078,2875.01,8.97689,55.3921,122.399,0,110.046
2.0059,117.172,27.2304,72.1735,109.986,0.542116,64.9236,61.4917,43.5005,28.3695,28.6238,15.36,4.67381,5.1694,30.5738,105.352,13.5885,2.91383,0.823958,184.371,170.782,119.552,1.03453,247.301,282.748,35.4098,147.527,120.354,514.002,-0.337935,169.528,185.108,16.4341,28.8242,124.883,172.973,237.192,240.292,25.2178,-0.980426,231.352,25.5484,26.0983,107.851,252.255,568.057,605.535,20.0261,2878.01,8.86468,48.3311,114.662,0,110.069
2.01423,117.883,27.1939,72.1733,109.986,0.541663,65.09,61.3795,43.3883,28.3707,28.6634,15.5241,5.177,5.21095,30.5739,105.397,13.4369,3.22517,0.860217,184.442,171.005,120.48,1.01195,247.518,282.715,35.1977,148.405,121.081,514.354,-0.337966,169.723,185.135,16.4898,28.8297,126.578,172.993,237.04,239.915,26.1741,-0.978569,231.325,28.4708,26.1011,130.483,252.209,562.462,599.554,20.0259,2855.03,8.75122,48.2709,135.642,0,109.959
2.01426,117.7,27.1669,72.1735,109.986,0.542123,64.8979,61.3795,43.5005,28.5951,28.6217,15.5075,4.57024,5.1286,30.5493,105.537,13.5511,2.83771,0.82096,184.258,170.707,121.805,1.01431,247.417,283.087,35.6699,148.51,120.682,513.156,-0.340263,169.5,184.915,16.4478,28.8244,125.425,172.931,237.234,238.425,23.7474,-0.982298,231.352,27.1416,26.1038,121.998,252.23,562.669,642.849,19.9705,2848.81,8.67735,48.4431,127.07,0,109.975
2.01611,117.425,27.3282,72.1735,109.986,0.542584,64.9799,61.2673,43.4996,28.3692,28.9151,15.5457,4.82715,5.19061,30.5493,105,13.3995,3.01668,0.848954,184.406,170.969,120.416,1.04379,247.52,282.977,35.4566,148.889,120.271,514.698,-0.338394,169.472,185.136,16.3926,28.8457,125.975,172.952,237.083,238.814,25.7217,-0.979486,231.268,30.9404,26.1065,148.953,252.016,570.874,606.789,20.0075,2857.38,8.5268,54.8327,151.595,0,109.998
2.00693,117.601,27.1521,72.1735,109.986,0.5426,64.9738,61.2676,43.3883,28.2959,28.8452,15.4993,5.1367,5.20142,30.5821,105.562,13.4407,3.1933,0.852045,184.221,170.78,122.481,0.947042,247.529,282.898,35.3686,148.89,120.476,512.656,-0.340738,169.583,184.941,16.4193,28.8432,126.535,173.078,237.04,238.274,24.5903,-0.9809,231.324,25.8821,26.1038,111.854,252.057,570.414,626.395,19.9888,2890.05,8.45324,47.8489,116.497,0,110.006
2.00962,117.658,27.3712,72.1735,109.986,0.5426,65.0348,61.2676,43.3883,28.2959,28.763,15.4479,4.70933,5.15952,30.5655,105.227,13.6247,2.92679,0.823834,184.183,170.558,120.74,1.03279,247.779,282.9,35.1209,149.085,119.284,515.263,-0.337919,169.471,184.967,16.3921,28.8244,124.466,172.848,237.408,239.639,24.2561,-0.981816,231.213,27.8943,26.1065,128.087,252.255,567.625,649.57,20.0075,2831.96,8.45137,47.0894,131.912,0,110.006
2.01804,117.844,27.1183,72.1735,109.986,0.543061,65.0812,61.1554,43.3883,28.2959,28.6208,15.554,4.86053,5.16986,30.5651,105.081,13.3645,3.02066,0.837039,184.258,170.894,119.9,1.00266,247.523,282.865,35.3418,149.392,118.89,513.214,-0.341197,169.5,184.998,16.5734,28.8272,126.204,172.954,237.063,239.29,26.8497,-0.978096,231.184,25.4157,26.1065,107.339,252.014,567.594,614.029,19.998,2858.01,8.34103,54.2025,112.998,0.000016,109.991
2.01797,117.808,27.0961,72.1735,109.986,0.543061,64.9708,61.1551,43.3883,28.4829,28.7764,15.458,5.04069,5.19408,30.5901,105.706,13.3302,3.12211,0.860543,183.999,170.669,123.023,0.969381,247.52,282.791,35.2713,149.103,118.72,513.31,-0.34027,169.582,184.775,16.475,28.827,126.447,173.037,237.084,238.596,23.9776,-0.98229,231.24,32.9771,26.1093,161.997,251.969,558.515,642.853,20.0262,2840.78,8.34103,48.0287,164.207,1.83771,109.967
2.00763,118.09,27.3183,72.1735,110.098,0.543045,64.8385,61.1551,43.3883,27.9611,28.8138,15.501,4.83704,5.18321,30.5575,105.706,13.5517,2.98482,0.874851,184.146,170.594,121.058,1.03264,247.042,282.638,35.5963,148.851,117.972,513.76,-0.34027,169.528,184.885,16.4341,28.8327,124.78,172.995,237.04,239.422,25.3815,-0.97996,231.185,29.1561,26.1065,137.737,252.165,568.229,654.211,19.9613,2847,8.34103,47.6927,141.395,3.3317,109.968
2.02453,117.869,27.0352,72.1735,109.986,0.541194,65.0929,61.2673,43.5005,28.3707,28.662,15.4949,4.78681,5.17339,30.5333,105.185,13.5124,2.9628,0.828525,184.369,170.857,120.56,0.982306,247.671,282.973,35.3025,149.061,118.473,513.438,-0.340738,169.528,185.108,16.5738,28.8352,124.992,172.993,236.714,238.358,27.0978,-0.977171,231.071,29.0613,26.1065,134.471,251.711,557.561,599.328,20.017,2883.64,8.26746,50.9904,137.621,0.000932,109.983
2.01338,118.092,27.2554,72.1735,109.986,0.541655,65.1006,61.157,43.5005,28.3707,28.6773,15.6104,5.11037,5.21864,30.6054,105.708,13.4388,3.12965,0.864147,184.107,170.705,122.818,1.00875,247.075,283.053,35.9782,147.055,119.62,513.361,-0.339803,169.639,184.802,16.4616,28.8217,126.489,173.037,236.716,237.688,24.8764,-0.979975,231.043,28.0634,26.1038,128.549,251.664,567.114,611.827,19.97,2883.57,8.34103,52.2665,132.848,0,109.959
2.00138,117.936,27.3822,72.1735,110.098,0.538859,64.8955,61.2673,43.5005,28.4664,28.9003,15.5407,4.73573,5.16588,30.5731,105.539,13.6272,2.89523,0.808641,184.072,170.445,120.367,1.05125,246.704,282.716,36.0119,147.241,118.804,513.222,-0.339796,169.499,184.885,16.4062,28.8051,124.238,172.762,236.8,238.055,25.8909,-0.978554,231.044,26.8766,26.1011,120.746,251.839,554.023,626.672,20.0078,2903.8,8.34103,47.2471,123.78,0,110.03
2.02447,118.631,27.2948,72.1735,109.986,0.541171,65.0923,61.2673,43.5005,28.5933,28.8537,15.6071,4.79472,5.16986,30.5491,104.895,13.4768,2.98845,0.772118,184.372,170.932,119.771,0.939181,247.604,282.825,35.2213,146.659,118.997,512.927,-0.34027,169.471,185.195,16.559,28.8432,125.767,172.825,236.694,238.207,27.7168,-0.97669,230.848,25.9524,26.1011,112.868,251.755,549.379,583.502,19.9978,2871.36,8.26622,54.9815,117.61,0,109.936
2.00777,118.519,27.2062,72.1735,109.986,0.540249,65.0061,61.2673,43.5005,28.0715,28.882,15.618,5.18485,5.21176,30.5815,105.749,13.5162,3.18637,0.88296,184.447,170.931,123.297,0.900312,247.563,283.012,35.4491,146.002,120.479,513.158,-0.34027,169.641,185.167,16.4189,28.8191,126.934,172.973,236.909,237.408,23.7515,-0.981832,230.764,28.5436,26.1011,130.55,251.538,547.041,626.111,19.9981,2906.48,8.26622,53.6586,134.128,2.45914,109.975
2.01709,118.33,27.1091,72.1735,110.098,0.539773,64.7684,61.2673,43.5005,28.0715,28.6616,15.5071,4.56827,5.16894,30.5972,105.663,13.553,2.79648,0.860885,184.335,170.782,121.031,0.971307,247.94,283.425,35.5214,145.608,120.497,513.766,-0.339803,169.613,185.112,16.4344,28.8136,124.924,172.932,237.104,238.209,24.5125,-0.981335,230.819,28.7726,26.0983,134.146,251.516,547.719,575.172,20.0545,2842.72,8.26622,47.8026,136.117,0,109.998
2.01139,118.804,27.1961,72.1735,109.986,0.537001,65.0365,61.1738,43.5005,28.0734,28.7026,15.4658,5.05616,5.17021,30.5251,105.747,13.2529,3.10805,0.861568,184.483,171.23,119.854,0.963446,247.409,282.864,35.4553,146.149,120.311,512.373,-0.341205,169.667,185.278,16.5306,28.8377,126.561,173.099,237.016,238.751,26.7952,-0.978104,230.876,33.5133,26.0984,164.834,251.858,540.714,578.787,19.9138,2837.89,8.26622,50.8915,165.928,3.1713,109.921
1.99755,118.203,27.1099,72.1735,110.024,0.539336,65.0066,61.1551,43.3883,28.0715,28.8429,15.5229,4.84819,5.14588,30.5652,105.809,13.513,2.98714,0.886331,184.369,170.856,122.997,0.967641,247.342,283.162,35.8197,144.326,121.125,513.32,-0.340247,169.64,185.08,16.3933,28.8297,126.154,173.015,237.234,238.796,23.3188,-0.982764,230.904,32.0952,26.1011,156.017,251.755,540.246,601.927,20.0358,2892.62,8.26622,50.0715,157.034,0,110.045
2.01317,118.749,27.3507,72.1735,110.098,0.536509,65.1476,61.0803,43.3883,28.0696,28.6042,15.4949,4.79592,5.15599,30.5737,105.372,13.3639,2.96929,0.847214,184.445,171.082,120.291,1.05852,247.559,282.606,35.0466,146.429,121.521,513.721,-0.339336,169.611,185.166,16.5036,28.8324,125.974,172.995,237.082,239.246,26.0912,-0.978562,230.903,28.0142,26.0983,127.855,251.71,544.446,559.404,19.9695,2887.31,8.26622,47.2567,132.258,2.71945,109.92
1.98826,118.536,27.1121,72.1735,109.986,0.538836,65.0066,61.0803,43.3883,27.8826,28.3996,15.4419,5.00007,5.21147,30.5573,105.686,13.3639,3.08385,0.840953,184.294,170.931,122.212,0.939554,247.226,282.829,35.6038,145.164,121.896,512.507,-0.341197,169.696,185.025,16.4463,28.8136,127.102,173.037,237.083,238.444,24.5789,-0.980892,230.932,28.6319,26.1011,132.394,251.861,537.982,632.477,20.0078,2846.48,8.26622,53.29,134.861,0.048873,110.03
2.00118,118.037,27.1115,72.1735,110.098,0.53508,64.9513,60.9681,43.3135,27.9593,28.2977,15.5174,4.72732,5.16981,30.565,105.662,13.4737,2.91519,0.850927,184.255,170.745,121.33,1.07002,247.266,282.9,35.6338,146.119,120.433,514.237,-0.338861,169.499,184.912,16.4759,28.819,125.553,172.784,237.429,239.124,23.8687,-0.981358,230.932,34.1381,26.101,169.663,251.991,546.842,577.443,20.0072,2903.99,8.15401,48.6426,170.26,0.04471,110.029
2.00121,118.707,27.0678,72.1735,109.986,0.535587,65.0361,60.9681,43.3135,28.0715,28.4121,15.4701,4.93187,5.18038,30.5249,105.582,13.44,3.03995,0.846173,184.371,170.931,120.834,1.04003,247.486,282.936,35.4497,147.205,120.473,513.815,-0.339336,169.471,185.138,16.5586,28.8296,126.246,172.803,237.06,239.224,26.3497,-0.978096,231.044,26.2602,26.0983,112.726,251.884,542.089,578.484,19.9891,2865.47,8.0418,53.9965,119.066,0.034441,109.959
1.99466,118.557,26.9804,72.1733,109.987,0.537883,64.8688,60.8558,43.2565,27.9593,28.4399,15.4408,4.8882,5.18356,30.5412,105.747,13.5523,2.99777,0.858275,184.296,170.744,122.23,1.01425,247.372,282.825,35.4522,147.247,119.767,512.471,-0.341189,169.443,185.081,16.3914,28.827,126.659,172.783,237.083,238.574,24.436,-0.9809,230.959,25.8299,26.0983,109.572,251.843,535.832,611.348,19.9797,2888.74,8.0418,54.4967,114.738,0.000016,110.007
1.99473,118.338,27.0316,72.1735,110.098,0.533674,65.1207,60.6314,43.0891,27.8845,28.6325,15.4502,4.77294,5.16264,30.5489,105.29,13.2541,2.95649,0.827702,184.111,170.857,120.873,1.0757,247.305,283.014,35.7093,148.028,118.7,515.299,-0.336541,169.304,184.832,16.4625,28.819,126.246,172.654,237.255,238.622,24.8436,-0.980426,230.959,32.1331,26.0983,154.983,251.752,537.433,574.272,20.0075,2889.59,7.85478,48.0981,157.274,0,110.006
2.00405,118.874,27.1244,72.1735,109.986,0.535564,65.0903,60.5566,43.0891,27.9593,28.5395,15.4531,5.21081,5.25233,30.5893,105.708,13.1792,3.20671,0.855836,184.11,170.931,122.319,1.01039,247.45,283.384,35.9339,147.737,119.036,513.453,-0.339788,169.472,184.887,16.4618,28.835,127.057,172.762,236.931,238.38,25.6066,-0.97996,230.986,32.2681,26.0983,158.437,251.686,536.147,559.466,20.0262,2894.8,7.74257,48.0345,159.016,0,109.959
2.00398,119.099,27.1313,72.1619,109.987,0.535087,64.8769,60.5195,42.9769,27.9611,28.5254,15.4586,5.06108,5.2113,30.541,106.203,13.6247,3.09917,0.858617,184.182,170.557,122.707,0.993802,247.117,283.012,35.8958,147.926,117.866,513.153,-0.340745,169.47,184.885,16.4611,28.8269,125.761,172.825,237.085,238.231,24.6665,-0.980426,231.042,29.004,26.0956,135.341,251.904,542.576,583.385,19.9699,2855.43,7.63035,47.3901,137.327,0,109.944
1.98447,118.225,27.1441,72.1733,109.986,0.532307,64.9891,60.5566,42.9769,28.0715,28.4816,15.399,4.52886,5.14218,30.5809,105.391,13.5517,2.78589,0.84914,184.147,170.596,120.456,1.01415,247.301,282.716,35.4154,148.198,117.911,513.185,-0.341625,169.331,184.914,16.4762,28.8188,125.429,172.7,237.084,238.73,26.7776,-0.978096,231.072,26.9537,26.0928,120.614,251.926,541.36,639.67,20.0261,2898.69,7.63035,55.1173,123.082,0,110.077
